DatGeracaoConjuntoDados;IdeMdl;IdeTipMdl;DscSitLinTms;IdeLinTms;IdeSbeOri;IdeSbeDsn;NomLinTms;NumCcuLinTms;QtdTorLinTms;NumEtnLinTms;IdeOnsSbeOrigem;NomSubestacaoOrigem;NomLongoSubestacaoOrigem;SigUFSubestacaoOrigem;IdeOnsSbeDestino;NomSubestacaoDestino;NomLongoSubestacaoDestino;SigUFSubestacaoDestino;IdeObr;NumCpdCnteCutLinhaTransm;NumCpdCnteLgaLinhaTransm;IdcTipoCircuitoLinhaTransm;IdcTipoEstruturaLinhaTransm;NumCaboCondutorLinhaTransm;NumCaboParaRaioLinhaTransm;IdeCaboCondutor;IdeCaboParaRaio;NumTensaoBaseLinhaTransm
2026-04-27;1843;4;Ativa;305;713;614;LT 345 kV FURNAS /PIMENTA MG;2;145;62,6000000000;MGUSFU;FURNAS;USI FURNAS     MG;MG;MGPIME;PIMENTA;SUB PIMENTA    MG;MG;2457;40;110;0;0;2;2;23;1;345,00
2026-04-27;3379;4;Ativa;633;1329;1334;LT 345 kV CAMPOS /MACAE MERCHAN RJ;3;228;90,0000000000;RJSTCM;CAMPOS;SUB CAMPOS     RJ;RJ;RJSTMH;MACAE MERCHAN;SUB MACAE MERCHANT   RJ;RJ;2471;40;3;0;1;2;2;23;1;345,00
2026-04-27;973;4;Ativa;89;153;902;LT 230 kV MILAGRES /COREMAS CE/PB;2;251;119,8000000000;CEMLG;MILAGRES;SUB MILAGRES    CE;CE;PBCMA;COREMAS;SUB COREMAS    PB;PB;2495;;;0;1;1;2;13;1;230,00
2026-04-27;1678;4;Desativada;263;576;591;LT 500 kV MESQUITA /NEVES 1 MG;1;357;173,0000000000;MGMESQ;MESQUITA;SUB MESQUITA    MG;MG;MGNEVE;NEVES 1;SUB NEVES 1    MG;MG;2553;;;0;0;3;2;23;1;500,00
2026-04-27;1531;4;Ativa;223;427;597;LT 500 kV EMBORCACAO /NOVA PONTE MG;2;198;88,0000000000;MGEMBO;EMBORCACAO;USI EMBORCACAO    MG;MG;MGNPON;NOVA PONTE;USI NOVA PONTE    MG;MG;2560;;;0;1;3;2;23;28;500,00
2026-04-27;1702;4;Desativada;271;597;715;LT 500 kV NOVA PONTE /ITUMBIARA MG;1;397;182,0000000000;MGNPON;NOVA PONTE;USI NOVA PONTE    MG;MG;MGUSIM;ITUMBIARA;USI ITUMBIARA     MG;MG;2561;;;0;1;3;2;23;28;500,00
2026-04-27;1696;4;Ativa;269;597;658;LT 500 kV NOVA PONTE /SAO GOTARDO 2 MG;1;440;198,0000000000;MGNPON;NOVA PONTE;USI NOVA PONTE    MG;MG;MGSGOT;SAO GOTARDO 2;SUB SAO GOTARDO 2    MG;MG;2562;;;0;1;3;2;23;28;500,00
2026-04-27;1477;4;Ativa;210;362;658;LT 500 kV B.DESPACHO 3 /SAO GOTARDO 2 MG;2;210;91,0000000000;MGBDE3;B.DESPACHO 3;SUB BOM DESPACHO 3   MG;MG;MGSGOT;SAO GOTARDO 2;SUB SAO GOTARDO 2    MG;MG;2563;;;0;1;3;2;23;28;500,00
2026-04-27;1699;4;Ativa;270;597;676;LT 500 kV NOVA PONTE /ESTREITO MG;1;301;147,0000000000;MGNPON;NOVA PONTE;USI NOVA PONTE    MG;MG;MGSTES;ESTREITO;SUB ESTREITO    MG;MG;2564;;;0;1;3;2;23;28;500,00
2026-04-27;4300;4;Ativa;858;1672;1568;LT 525 kV C.NOVOS /NOVA STA RITA SC/RS;1;591;257,4000000000;SCCNO;C.NOVOS;SUB CAMPOS NOVOS     SC;SC;RSPOL;NOVA STA RITA;SUB NOVA STA RITA    RS;RS;2634;;;0;1;4;2;23;1;525,00
2026-04-27;5071;4;Ativa;1021;2179;2538;LT 345 kV ITAPETI /TIJUCO PRETO SP;3;60;21,0000000000;SPITE;ITAPETI;SUB ITAPETI    SP;SP;SPSTTP;TIJUCO PRETO;SUB TIJUCO PRETO     SP;SP;2651;;;1;0;2;1;23;28;345,00
2026-04-27;5074;4;Ativa;1021;2179;2538;LT 345 kV ITAPETI /TIJUCO PRETO SP;4;60;21,0000000000;SPITE;ITAPETI;SUB ITAPETI    SP;SP;SPSTTP;TIJUCO PRETO;SUB TIJUCO PRETO     SP;SP;2652;;;1;0;2;1;23;28;345,00
2026-04-27;5050;4;Ativa;1018;2179;2320;LT 345 kV ITAPETI /NORDESTE SP;1;83;29,0000000000;SPITE;ITAPETI;SUB ITAPETI    SP;SP;SPNOD;NORDESTE;SUB NORDESTE    SP;SP;2653;2260;2260;0;0;2;2;23;28;345,00
2026-04-27;3586;4;Ativa;675;1426;1436;LT 230 kV PIMENTA BUENO /VILHENA RO;2;337;160,0000000000;ROPB;PIMENTA BUENO;SUB PIMENTA BUENO    RO;RO;ROVN;VILHENA;SUB VILHENA    RO;RO;2670;1562;1240;0;1;2;2;37;1;230,00
2026-04-27;3574;4;Ativa;672;1424;1426;LT 230 kV JI-PARANA /PIMENTA BUENO RO;2;251;118,0000000000;ROJP;JI-PARANA;SUB JI-PARANA     RO;RO;ROPB;PIMENTA BUENO;SUB PIMENTA BUENO    RO;RO;2671;1562;1240;0;1;2;2;37;1;230,00
2026-04-27;3565;4;Ativa;670;1422;1424;LT 230 kV ARIQUEMES /JI-PARANA RO;2;351;164,0000000000;ROAQ;ARIQUEMES;SUB ARIQUEMES     RO;RO;ROJP;JI-PARANA;SUB JI-PARANA     RO;RO;2672;781;620;0;1;1;2;37;1;230,00
2026-04-27;3589;4;Ativa;676;1431;1422;LT 230 kV SAMUEL /ARIQUEMES RO;2;325;153,0000000000;ROSM;SAMUEL;SUB SAMUEL     RO;RO;ROAQ;ARIQUEMES;SUB ARIQUEMES     RO;RO;2673;781;620;0;1;1;2;37;1;230,00
2026-04-27;1810;4;Ativa;295;676;476;LT 500 kV ESTREITO /JAGUARA-SE MG/SP;1;105;46,0000000000;MGSTES;ESTREITO;SUB ESTREITO    MG;MG;MGJGS1;JAGUARA-SE;SUB JAGUARA-SE SP;SP;2692;2760;2300;0;1;3;2;23;1;500,00
2026-04-27;1813;4;Ativa;296;676;2435;LT 500 kV ESTREITO /RIBEIRAO PRETO MG/SP;1;262;118,0000000000;MGSTES;ESTREITO;SUB ESTREITO    MG;MG;SPRPR;RIBEIRAO PRETO;SUB RIBEIRAO PRETO SP;SP;2693;2760;2300;0;1;3;2;23;1;500,00
2026-04-27;1822;4;Ativa;299;678;2435;LT 500 kV POCOS CALDAS /RIBEIRAO PRETO MG/SP;1;301;136,0000000000;MGSTPC;POCOS CALDAS;SUB POCOS DE CALDAS    MG;MG;SPRPR;RIBEIRAO PRETO;SUB RIBEIRAO PRETO SP;SP;2694;2760;2300;0;1;3;2;23;1;500,00
2026-04-27;1897;4;Desativada;319;718;673;LT 500 kV MARIMBONDO /SAO SIMAO-SE MG;1;436;210,0000000000;MGUSMR;MARIMBONDO;USI MARIMBONDO    MG;MG;MGSSSE;SAO SIMAO-SE;SUB SAO SIMAO-SE     MG;MG;2724;;;0;1;3;2;23;1;500,00
2026-04-27;1894;4;Desativada;318;718;2435;LT 500 kV MARIMBONDO /RIBEIRAO PRETO MG/SP;1;424;199,0000000000;MGUSMR;MARIMBONDO;USI MARIMBONDO    MG;MG;SPRPR;RIBEIRAO PRETO;SUB RIBEIRAO PRETO SP;SP;2725;;;0;1;3;2;23;1;500,00
2026-04-27;1033;4;Ativa;104;203;222;LT 230 kV U.MASCARENHAS /VERONA ES;1;227;106,5000000000;ESMASC;U.MASCARENHAS;USI MASCARENHAS   ES;ES;ESSTVE;VERONA;SUB VERONA     ES;ES;2749;;;0;1;1;1;13;1;230,00
2026-04-27;1729;4;Ativa;278;605;617;LT 500 kV PARACATU 4 /PIRAPORA 2 MG;1;493;244,0000000000;MGPAT4;PARACATU 4;SUB PARACATU 4    MG;MG;MGPIRD;PIRAPORA 2;SUB PIRAPORA 2    MG;MG;2754;;;0;1;3;2;26;1;500,00
2026-04-27;2716;4;Ativa;492;1027;1024;LT 500 kV CURITIBA /BATEIAS PR;2;85;37,0000000000;PRCBA;CURITIBA;SUB CURITIBA    PR;PR;PRBTA;BATEIAS;SUB BATEIAS    PR;PR;2805;;;0;0;4;1;13;1;500,00
2026-04-27;5077;4;Ativa;1022;2186;1081;LT 230 kV ITARARE II /JAGUARIAIVA SP/PR;1;93;44,0000000000;SPITR2;ITARARE II;SUB ITARARE II    SP;SP;PRJGI;JAGUARIAIVA;SUB JAGUARIAIVA   PR;PR;2816;;;0;1;1;1;13;1;230,00
2026-04-27;565;4;Ativa;11;37;70;LT 230 kV BRUMADO II /IBICOARA BA;1;203;94,5000000000;BABDD;BRUMADO II;SUB BRUMADO II    BA;BA;BAICA;IBICOARA;SUB IBICOARA    BA;BA;2833;934;753;0;2;1;2;13;2;230,00
2026-04-27;4285;4;Ativa;855;1672;1778;LT 230 kV C.NOVOS /VIDEIRA SC;1;137;68,0000000000;SCCNO;C.NOVOS;SUB CAMPOS NOVOS     SC;SC;SCVID;VIDEIRA;SUB VIDEIRA    SC;SC;2849;824;647;1;0;1;1;13;1;230,00
2026-04-27;4288;4;Ativa;855;1672;1778;LT 230 kV C.NOVOS /VIDEIRA SC;2;137;68,0000000000;SCCNO;C.NOVOS;SUB CAMPOS NOVOS     SC;SC;SCVID;VIDEIRA;SUB VIDEIRA    SC;SC;2850;824;647;1;0;1;1;13;1;230,00
2026-04-27;2557;4;Ativa;451;996;163;LT 230 kV PICOS /TAUA II PI/CE;1;347;183,2000000000;PIPIC;PICOS;SUB PICOS    PI;PI;CETAA;TAUA II;SUB TAUA II    CE;CE;2877;747;628;0;2;1;2;13;2;230,00
2026-04-27;2791;4;Desativada;512;1047;1057;LT 230 kV CASCAVEL OEST /F.IGUACUNORTE PR;1;265;115,0000000000;PRCVO ;CASCAVEL OEST;SUB CASCAVEL OESTE   PR;PR;PRFON;F.IGUACUNORTE;SUB FOZ IGUACU NORTE    PR;PR;2884;961;714;0;1;1;1;10;1;230,00
2026-04-27;5740;4;Ativa;1147;2731;998;LT 500 kV COLINAS /RIB.GONCALVES TO/PI;2;761;367,0000000000;TOCO;COLINAS;SUB COLINAS    TO;TO;PIRGO;RIB.GONCALVES;SUB RIBEIRO GONCALVES   PI;PI;2893;2900;2300;0;1;4;2;23;1;500,00
2026-04-27;2566;4;Ativa;453;998;999;LT 500 kV RIB.GONCALVES /S.JOAO PIAUI PI;2;696;343,0000000000;PIRGO;RIB.GONCALVES;SUB RIBEIRO GONCALVES   PI;PI;PISJI;S.JOAO PIAUI;SUB SAO JOAO PIAUI   PI;PI;2895;2900;2300;0;1;4;2;23;1;500,00
2026-04-27;3991;4;Ativa;782;1566;1585;LT 230 kV PRE.MEDICI /SANTA CRUZ 1 RS;1;573;238,0000000000;RSPME;PRE.MEDICI;SUB PRESIDENTE MEDICI   RS;RS;RSSCR1;SANTA CRUZ 1;SUB SANTA CRUZ 1 RS;RS;3101;818;665;0;1;1;2;27;1;230,00
2026-04-27;4546;4;Ativa;913;3144;19;LT 230 kV N.S.SOCORRO /PENEDO SE/AL;1;213;110,0000000000;SENSC;N.S.SOCORRO;SUB NOSSA SENHORA DO SOCORRO SE;SE;ALPEN;PENEDO;SUB PENEDO AL;AL;3108;790;627;0;2;1;2;43;1;230,00
2026-04-27;2695;4;Ativa;488;1024;1108;LT 230 kV BATEIAS /PILARZINHO PR;1;94;31,6000000000;PRBTA;BATEIAS;SUB BATEIAS    PR;PR;PRPIL;PILARZINHO;SUB PILARZINHO    PR;PR;3116;860;610;0;0;1;2;13;1;230,00
2026-04-27;1351;4;Ativa;180;326;328;LT 230 kV SAO LUIS II /SAO LUIS III MA;1;79;36,0000000000;MALD;SAO LUIS II;SUB SAO LUIS II   MA;MA;MALT;SAO LUIS III;SUB SAO LUIS III     MA;MA;3119;;;0;0;2;2;45;1;230,00
2026-04-27;2578;4;Desativada;457;999;153;LT 500 kV S.JOAO PIAUI /MILAGRES PI/CE;1;816;400,0000000000;PISJI;S.JOAO PIAUI;SUB SAO JOAO PIAUI   PI;PI;CEMLG;MILAGRES;SUB MILAGRES    CE;CE;3279;0;0;0;1;4;2;23;1;500,00
2026-04-27;2245;4;Ativa;400;874;872;LT 500 kV MARABA /ITACAIUNAS PA;1;73;33,8600000000;PAMB;MARABA;SUB MARABA     PA;PA;PAIT;ITACAIUNAS;SUB ITACAIUNAS    PA;PA;3290;;;1;0;4;2;23;28;500,00
2026-04-27;2248;4;Ativa;400;874;872;LT 500 kV MARABA /ITACAIUNAS PA;2;73;33,8600000000;PAMB;MARABA;SUB MARABA     PA;PA;PAIT;ITACAIUNAS;SUB ITACAIUNAS    PA;PA;3291;;;1;0;4;2;23;28;500,00
2026-04-27;2233;4;Ativa;397;872;2731;LT 500 kV ITACAIUNAS /COLINAS PA/TO;1;590;291,0100000000;PAIT;ITACAIUNAS;SUB ITACAIUNAS    PA;PA;TOCO;COLINAS;SUB COLINAS    TO;TO;3292;;;0;1;4;2;23;1;500,00
2026-04-27;2227;4;Ativa;396;872;866;LT 230 kV ITACAIUNAS /CARAJAS PA;1;217;107,7100000000;PAIT;ITACAIUNAS;SUB ITACAIUNAS    PA;PA;PACJ;CARAJAS;SUB CARAJAS-ELETRONORTE   PA;PA;3293;;;1;0;2;2;23;1;230,00
2026-04-27;2230;4;Ativa;396;872;866;LT 230 kV ITACAIUNAS /CARAJAS PA;2;217;107,7100000000;PAIT;ITACAIUNAS;SUB ITACAIUNAS    PA;PA;PACJ;CARAJAS;SUB CARAJAS-ELETRONORTE   PA;PA;3294;;;1;0;2;2;23;1;230,00
2026-04-27;2086;4;Ativa;362;820;815;LT 230 kV JAURU /JUBA MT;1;270;129,0000000000;MTJU;JAURU;SUB JAURU    MT;MT;MTJBA;JUBA;SUB JUBA     MT;MT;3329;;;1;1;2;2;5;42;230,00
2026-04-27;2089;4;Ativa;362;820;815;LT 230 kV JAURU /JUBA MT;2;270;129,0000000000;MTJU;JAURU;SUB JAURU    MT;MT;MTJBA;JUBA;SUB JUBA     MT;MT;3330;;;1;1;2;2;5;42;230,00
2026-04-27;2104;4;Ativa;366;823;827;LT 230 kV BRASNORTE /NOVA MUTUM MT;1;560;263,0000000000;MTMGG;BRASNORTE;SUB BRASNORTE     MT;MT;MTNM;NOVA MUTUM;SUB NOVA MUTUM    MT;MT;3335;;;1;1;2;2;37;42;230,00
2026-04-27;2107;4;Ativa;366;823;827;LT 230 kV BRASNORTE /NOVA MUTUM MT;2;560;263,0000000000;MTMGG;BRASNORTE;SUB BRASNORTE     MT;MT;MTNM;NOVA MUTUM;SUB NOVA MUTUM    MT;MT;3336;;;1;1;2;2;37;42;230,00
2026-04-27;5734;4;Ativa;1146;2731;2736;LT 500 kV COLINAS /MIRACEMA TO;3;349;174,1000000000;TOCO;COLINAS;SUB COLINAS    TO;TO;TOMC;MIRACEMA;SUB MIRACEMA    TO;TO;3376;;;0;1;4;2;23;1;500,00
2026-04-27;5758;4;Ativa;1151;2738;2736;LT 500 kV GURUPI /MIRACEMA TO;3;505;254,9500000000;TOSTGU;GURUPI;SUB GURUPI     TO;TO;TOMC;MIRACEMA;SUB MIRACEMA    TO;TO;3378;;;0;1;4;2;23;1;500,00
2026-04-27;5746;4;Ativa;1149;2737;285;LT 500 kV PEIXE 2 /SERRA MESA 2 TO/GO;1;396;195,6000000000;TOPEI2;PEIXE 2;SUB PEIXE 2    TO;TO;GOSME2;SERRA MESA 2;SUB SERRA DA MESA 2    GO;GO;3394;;;0;1;4;2;23;1;500,00
2026-04-27;5761;4;Ativa;1152;2738;2737;LT 500 kV GURUPI /PEIXE 2 TO;1;165;70,6000000000;TOSTGU;GURUPI;SUB GURUPI     TO;TO;TOPEI2;PEIXE 2;SUB PEIXE 2    TO;TO;3399;;;0;0;4;2;23;1;500,00
2026-04-27;5749;4;Ativa;1150;2737;2740;LT 500 kV PEIXE 2 /PEIXE ANGICAL TO;1;0;20,0000000000;TOPEI2;PEIXE 2;SUB PEIXE 2    TO;TO;TOUHPA;PEIXE ANGICAL;USI PEIXE ANGICAL    TO;TO;3401;;;0;;;;;;500,00
2026-04-27;19572;4;Ativa;1371;885;2795;LT 500 kV TUCURUI /XINGU PA;1;506;264,0000000000;PATC;TUCURUI;SUB TUCURUI    PA;PA;PAXIN;XINGU;SUB XINGU PA;PA;3663;3920;3140;1;0;4;2;63;42;500,00
2026-04-27;19573;4;Ativa;1371;885;2795;LT 500 kV TUCURUI /XINGU PA;2;506;264,0000000000;PATC;TUCURUI;SUB TUCURUI    PA;PA;PAXIN;XINGU;SUB XINGU PA;PA;3664;3920;3140;1;0;4;2;63;42;500,00
2026-04-27;19574;4;Ativa;1372;2795;2794;LT 500 kV XINGU /JURUPARI PA;1;444;244,0000000000;PAXIN;XINGU;SUB XINGU PA;PA;PAJRP;JURUPARI;SUB JURUPARI PA;PA;3665;3920;3140;1;0;4;2;63;42;500,00
2026-04-27;19575;4;Ativa;1372;2795;2794;LT 500 kV XINGU /JURUPARI PA;2;444;244,0000000000;PAXIN;XINGU;SUB XINGU PA;PA;PAJRP;JURUPARI;SUB JURUPARI PA;PA;3666;3920;3140;1;0;4;2;63;42;500,00
2026-04-27;5035;4;Ativa;1015;2167;2370;LT 345 kV INTERLAGOS /PIRATININGA 2 SP;1;6;1,5000000000;SPINT;INTERLAGOS;SUB INTERLAGOS    SP;SP;SPPIR2;PIRATININGA 2;SUB PIRATININGA II   SP;SP;3757;2590;2220;1;0;2;2;23;28;345,00
2026-04-27;5038;4;Ativa;1015;2167;2370;LT 345 kV INTERLAGOS /PIRATININGA 2 SP;2;6;1,5000000000;SPINT;INTERLAGOS;SUB INTERLAGOS    SP;SP;SPPIR2;PIRATININGA 2;SUB PIRATININGA II   SP;SP;3758;2590;2220;1;0;2;2;23;28;345,00
2026-04-27;3934;4;Ativa;766;1568;1583;LT 230 kV NOVA STA RITA /SCHARLAU RS;1;61;23,5000000000;RSPOL;NOVA STA RITA;SUB NOVA STA RITA    RS;RS;RSSCH;SCHARLAU;SUB SCHARLAU 2 RS;RS;3794;765;970;1;0;1;1;23;1;230,00
2026-04-27;3937;4;Ativa;766;1568;1583;LT 230 kV NOVA STA RITA /SCHARLAU RS;2;61;23,5000000000;RSPOL;NOVA STA RITA;SUB NOVA STA RITA    RS;RS;RSSCH;SCHARLAU;SUB SCHARLAU 2 RS;RS;3795;970;765;1;0;1;1;23;1;230,00
2026-04-27;19665;4;Ativa;1357;62;2819;LT 230 kV EUNAPOLIS /TEIX. FREITAS II BA;1;;152,0000000000;BAENP;EUNAPOLIS;SUB EUNAPOLIS     BA;BA;BATXF;TEIX. FREITAS II;SUB TEIXEIRA DE FREITAS II BA;BA;3810;;;0;;;;;;230,00
2026-04-27;2701;4;Ativa;489;1027;1703;LT 230 kV CURITIBA /JOINV.NORTE PR/SC;2;266;97,3400000000;PRCBA;CURITIBA;SUB CURITIBA    PR;PR;SCJNO;JOINV.NORTE;SUB JOINVILLE NORTE    SC;SC;3824;104;83;0;0;1;1;5;1;230,00
2026-04-27;4384;4;Ativa;879;1702;1738;LT 230 kV J.LACERDA-B /SIDEROPOL.ESU SC;3;107;47,0000000000;SCJLB;J.LACERDA-B;SUB JORGE LACERDA-B    SC;SC;SCSID;SIDEROPOL.ESU;SUB SIDEROPOLIS (ELETROSUL)  SC;SC;3827;949;753;0;0;1;1;13;41;230,00
2026-04-27;19689;4;Ativa;861;1688;1738;LT 230 kV FORQUILHINHA /SIDEROPOL.ESU SC;1;22;27,6000000000;SCFHA;FORQUILHINHA;SUB FORQUILHINHA     SC;SC;SCSID;SIDEROPOL.ESU;SUB SIDEROPOLIS (ELETROSUL)  SC;SC;3839;740;590;0;0;1;1;13;42;230,00
2026-04-27;19691;4;Ativa;860;1688;1527;LT 230 kV FORQUILHINHA /L.GRANDE SC/RS;1;22;116,5000000000;SCFHA;FORQUILHINHA;SUB FORQUILHINHA     SC;SC;RSLGR;L.GRANDE;SUB LAJEADO GRANDE   RS;RS;3841;740;590;0;0;1;1;13;42;230,00
2026-04-27;19700;4;Ativa;617;1327;1339;LT 345 kV ADRIANOPOLIS /VENDA PEDRAS RJ;1;270;107,0000000000;RJSTAD;ADRIANOPOLIS;SUB ADRIANOPOLIS     RJ;RJ;RJSTVP;VENDA PEDRAS;SUB VENDA DAS PEDRAS    RJ;RJ;3858;1800;1428;0;0;2;2;23;1;345,00
2026-04-27;19702;4;Ativa;645;1334;1339;LT 345 kV MACAE MERCHAN /VENDA PEDRAS RJ;1;297;122,0000000000;RJSTMH;MACAE MERCHAN;SUB MACAE MERCHANT   RJ;RJ;RJSTVP;VENDA PEDRAS;SUB VENDA DAS PEDRAS    RJ;RJ;3860;1800;1428;0;0;2;2;23;1;345,00
2026-04-27;19710;4;Ativa;941;1874;2537;LT 345 kV ATIBAIA 2 /MOGI CRUZES SP;1;7;64,0000000000;SPATB;ATIBAIA 2;SUB ATIBAIA 2    SP;SP;SPSTMO;MOGI CRUZES;SUB MOGI DAS CRUZES    SP;SP;3873;1854;1436;0;0;2;1;23;28;345,00
2026-04-27;19712;4;Ativa;942;1874;678;LT 345 kV ATIBAIA 2 /POCOS CALDAS SP/MG;1;7;142,5000000000;SPATB;ATIBAIA 2;SUB ATIBAIA 2    SP;SP;MGSTPC;POCOS CALDAS;SUB POCOS DE CALDAS    MG;MG;3875;1854;1436;0;0;2;1;23;28;345,00
2026-04-27;19714;4;Ativa;1366;673;302;LT 500 kV SAO SIMAO-SE /ITAGUACU MG/GO;1;40;20,4000000000;MGSSSE;SAO SIMAO-SE;SUB SAO SIMAO-SE     MG;MG;GOUHIG;ITAGUACU;USI ITAGUACU    GO;GO;3879;3480;2676;0;1;3;2;26;39;500,00
2026-04-27;19717;4;Ativa;1367;302;298;LT 230 kV ITAGUACU /B.COQUEIROS GO;1;98;45,5000000000;GOUHIG;ITAGUACU;USI ITAGUACU    GO;GO;GOUHBC;B.COQUEIROS;USI BARRA DOS COQUEIROS   GO;GO;3882;2340;2050;0;1;2;2;23;1;230,00
2026-04-27;19729;4;Ativa;1363;2796;2794;LT 500 kV ORIXIMINA /JURUPARI PA;1;633;350,0000000000;PAORX;ORIXIMINA;SUB ORIXIMINA PA;PA;PAJRP;JURUPARI;SUB JURUPARI PA;PA;3894;392;314;1;0;4;2;64;42;500,00
2026-04-27;19730;4;Ativa;1363;2796;2794;LT 500 kV ORIXIMINA /JURUPARI PA;2;633;350,0000000000;PAORX;ORIXIMINA;SUB ORIXIMINA PA;PA;PAJRP;JURUPARI;SUB JURUPARI PA;PA;3895;392;314;1;0;4;2;64;42;500,00
2026-04-27;19731;4;Ativa;1364;2794;2793;LT 230 kV JURUPARI /LARANJAL PA/AP;1;239;105,0000000000;PAJRP;JURUPARI;SUB JURUPARI PA;PA;APLAL;LARANJAL;SUB LARANJAL AP;AP;3896;175;14;1;0;2;2;64;1;230,00
2026-04-27;19732;4;Ativa;1364;2794;2793;LT 230 kV JURUPARI /LARANJAL PA/AP;2;239;105,0000000000;PAJRP;JURUPARI;SUB JURUPARI PA;PA;APLAL;LARANJAL;SUB LARANJAL AP;AP;3897;175;14;1;0;2;2;64;1;230,00
2026-04-27;19733;4;Ativa;1365;2793;2792;LT 230 kV LARANJAL /MACAPA AP;1;482;244,0000000000;APLAL;LARANJAL;SUB LARANJAL AP;AP;APMCP;MACAPA;SUB MACAPA AP;AP;3898;175;14;1;0;2;2;64;1;230,00
2026-04-27;19734;4;Ativa;1365;2793;2792;LT 230 kV LARANJAL /MACAPA AP;2;482;244,0000000000;APLAL;LARANJAL;SUB LARANJAL AP;AP;APMCP;MACAPA;SUB MACAPA AP;AP;3899;175;14;1;0;2;2;64;1;230,00
2026-04-27;19820;4;Ativa;1368;2796;2797;LT 500 kV ORIXIMINA /SILVES PA/AM;1;595;333,4300000000;PAORX;ORIXIMINA;SUB ORIXIMINA PA;PA;AMITR;SILVES;SUB SILVES AM;AM;3985;;;1;2;;;;;500,00
2026-04-27;19821;4;Ativa;1368;2796;2797;LT 500 kV ORIXIMINA /SILVES PA/AM;2;595;333,4300000000;PAORX;ORIXIMINA;SUB ORIXIMINA PA;PA;AMITR;SILVES;SUB SILVES AM;AM;3986;;;1;;;;;;500,00
2026-04-27;19822;4;Ativa;1369;2797;2798;LT 500 kV SILVES /LECHUGA AM;1;442;223,7500000000;AMITR;SILVES;SUB SILVES AM;AM;AMCRR;LECHUGA;SUB LECHUGA (MANAUS) AM;AM;3987;;;1;1;;;;;500,00
2026-04-27;19823;4;Ativa;1369;2797;2798;LT 500 kV SILVES /LECHUGA AM;2;442;223,7500000000;AMITR;SILVES;SUB SILVES AM;AM;AMCRR;LECHUGA;SUB LECHUGA (MANAUS) AM;AM;3988;;;1;1;;;;;500,00
2026-04-27;19906;4;Ativa;1370;823;2799;LT 230 kV BRASNORTE /PARECIS MT;1;214;111,1300000000;MTMGG;BRASNORTE;SUB BRASNORTE     MT;MT;MTPIS;PARECIS;SUB PARECIS MT;MT;4071;875;700;1;1;1;2;50;1;230,00
2026-04-27;19907;4;Ativa;1370;823;2799;LT 230 kV BRASNORTE /PARECIS MT;2;214;111,1300000000;MTMGG;BRASNORTE;SUB BRASNORTE     MT;MT;MTPIS;PARECIS;SUB PARECIS MT;MT;4072;875;700;1;1;1;2;50;1;230,00
2026-04-27;2098;4;Ativa;365;823;821;LT 230 kV BRASNORTE /JUINA MT;1;409;207,5300000000;MTMGG;BRASNORTE;SUB BRASNORTE     MT;MT;MTJUI;JUINA;SUB JUINA    MT;MT;4073;1750;1400;1;1;2;2;50;1;230,00
2026-04-27;2101;4;Ativa;365;823;821;LT 230 kV BRASNORTE /JUINA MT;2;409;207,5300000000;MTMGG;BRASNORTE;SUB BRASNORTE     MT;MT;MTJUI;JUINA;SUB JUINA    MT;MT;4074;1750;1400;1;1;2;2;50;1;230,00
2026-04-27;2074;4;Ativa;360;815;823;LT 230 kV JUBA /BRASNORTE MT;1;441;236,1300000000;MTJBA;JUBA;SUB JUBA     MT;MT;MTMGG;BRASNORTE;SUB BRASNORTE     MT;MT;4075;1750;1400;1;1;2;2;50;1;230,00
2026-04-27;2077;4;Ativa;360;815;823;LT 230 kV JUBA /BRASNORTE MT;2;441;236,1300000000;MTJBA;JUBA;SUB JUBA     MT;MT;MTMGG;BRASNORTE;SUB BRASNORTE     MT;MT;4076;1750;1400;1;1;2;2;50;1;230,00
2026-04-27;2128;4;Ativa;372;827;851;LT 230 kV NOVA MUTUM /SORRISO MT;2;285;150,9200000000;MTNM;NOVA MUTUM;SUB NOVA MUTUM    MT;MT;MTSS;SORRISO;SUB SORRISO    MT;MT;4129;875;700;0;1;1;2;50;1;230,00
2026-04-27;2167;4;Ativa;381;850;851;LT 230 kV SINOP /SORRISO MT;2;161;76,1300000000;MTSP;SINOP;SUB SINOP    MT;MT;MTSS;SORRISO;SUB SORRISO    MT;MT;4130;875;700;0;1;1;2;50;1;230,00
2026-04-27;19956;4;Ativa;1012;2161;2305;LT 440 kV ILHA SOLTEIRA /MIRASSOL II SP;1;524;211,0500000000;SPILS;ILHA SOLTEIRA;USI ILHA SOLTEIRA    SP;SP;SPMSOL;MIRASSOL II;SUB MIRASSOL II   SP;SP;4147;3278;2665;1;0;4;1;13;28;440,00
2026-04-27;19958;4;Ativa;930;1851;2305;LT 440 kV ARARAQUARA /MIRASSOL II SP;1;390;165,8300000000;SPARA;ARARAQUARA;SUB ARARAQUARA    SP;SP;SPMSOL;MIRASSOL II;SUB MIRASSOL II   SP;SP;4149;3278;2665;1;0;4;2;13;28;440,00
