DatGeracaoConjuntoDados;IdeMdl;IdeTipMdl;DscSitLinTms;IdeLinTms;IdeSbeOri;IdeSbeDsn;NomLinTms;NumCcuLinTms;QtdTorLinTms;NumEtnLinTms;IdeOnsSbeOrigem;NomSubestacaoOrigem;NomLongoSubestacaoOrigem;SigUFSubestacaoOrigem;IdeOnsSbeDestino;NomSubestacaoDestino;NomLongoSubestacaoDestino;SigUFSubestacaoDestino;IdeObr;NumCpdCnteCutLinhaTransm;NumCpdCnteLgaLinhaTransm;IdcTipoCircuitoLinhaTransm;IdcTipoEstruturaLinhaTransm;NumCaboCondutorLinhaTransm;NumCaboParaRaioLinhaTransm;IdeCaboCondutor;IdeCaboParaRaio;NumTensaoBaseLinhaTransm
2026-04-27;22670;4;Ativa;666;1410;1395;LT 230 kV PARAISO /ACU II RN;3;252;133,0000000000;RNPRS;PARAISO;SUB PARAISO    RN;RN;RNACD;ACU II;SUB ACU II     RN;RN;6518;895;750;0;2;1;2;43;42;230,00
2026-04-27;22667;4;Desativada;664;1403;1395;LT 230 kV MOSSORO II /ACU II RN;2;147;69,0000000000;RNMSD;MOSSORO II;SUB MOSSORO II    RN;RN;RNACD;ACU II;SUB ACU II     RN;RN;6521;895;750;0;2;1;2;43;1;230,00
2026-04-27;22612;4;Ativa;1556;2934;39;LT 230 kV IGAPORA II /B.J.LAPA II BA;1;250;115,0000000000;BAIGD;IGAPORA II;SUB IGAPORA II    BA;BA;BABJD;B.J.LAPA II;SUB BOM JESUS DA LAPA II   BA;BA;6548;1550;1100;0;2;2;2;13;2;230,00
2026-04-27;22633;4;Ativa;1557;162;2935;LT 230 kV SOBRAL III /ACARAU II CE;1;201;91,3000000000;CESBT;SOBRAL III;SUB SOBRAL III    CE;CE;CEAUD;ACARAU II;SUB ACARAU II CE;CE;6570;1;630;0;2;1;2;13;2;230,00
2026-04-27;22823;4;Ativa;1582;820;2931;LT 230 kV JAURU /VARZEA GRANDE 2 MT;1;;336,6900000000;MTJU;JAURU;SUB JAURU    MT;MT;MTVG;VARZEA GRANDE 2;SUB VARZEA GRANDE 2    MT;MT;6683;;;1;0;2;1;37;1;230,00
2026-04-27;22824;4;Ativa;1583;2931;805;LT 230 kV VARZEA GRANDE 2 /COXIPO MT;1;;28,8000000000;MTVG;VARZEA GRANDE 2;SUB VARZEA GRANDE 2    MT;MT;MTCX;COXIPO;SUB COXIPO     MT;MT;6684;;;1;0;2;1;37;1;230,00
2026-04-27;22882;4;Ativa;1594;2907;2920;LT 345 kV JECEABA /ITABIRITO 2 MG;1;5;57,5000000000;MGVSB;JECEABA;SUB JECEABA MG;MG;MGITB;ITABIRITO 2;SUB ITABIRITO 2 MG;MG;6778;166;117;0;0;2;2;23;59;345,00
2026-04-27;22883;4;Ativa;1595;2920;600;LT 345 kV ITABIRITO 2 /OURO PRETO 2 MG;1;6;4,6000000000;MGITB;ITABIRITO 2;SUB ITABIRITO 2 MG;MG;MGOPR2;OURO PRETO 2;SUB OURO PRETO 2     MG;MG;6779;166;117;0;0;2;2;23;59;345,00
2026-04-27;23086;4;Ativa;396;872;866;LT 230 kV ITACAIUNAS /CARAJAS PA;3;230;108,0000000000;PAIT;ITACAIUNAS;SUB ITACAIUNAS    PA;PA;PACJ;CARAJAS;SUB CARAJAS-ELETRONORTE   PA;PA;6915;1960;1630;0;2;1;1;62;28;230,00
2026-04-27;23130;4;Ativa;1599;736;2995;LT 230 kV ANASTACIO /CORUMBA 2 MS;1;616;277,0000000000;MSANA;ANASTACIO;SUB ANASTACIO     MS;MS;MSCOB;CORUMBA 2;SUB CORUMBA 2     MS;MS;6974;0;0;1;0;2;2;38;55;230,00
2026-04-27;23131;4;Ativa;1599;736;2995;LT 230 kV ANASTACIO /CORUMBA 2 MS;2;616;277,0000000000;MSANA;ANASTACIO;SUB ANASTACIO     MS;MS;MSCOB;CORUMBA 2;SUB CORUMBA 2     MS;MS;6975;0;0;1;0;2;2;38;55;230,00
2026-04-27;23333;4;Ativa;1606;1556;1555;LT 230 kV PORTO ALEGRE 9 /PORTO ALEGRE 8 RS;1;93;11,0000000000;RSPAL9;PORTO ALEGRE 9;SUB PORTO ALEGRE 9 RS;RS;RSPAL8;PORTO ALEGRE 8;SUB PORTO ALEGRE 8 RS;RS;7242;1190;790;0;0;2;1;49;42;230,00
2026-04-27;23336;4;Ativa;1607;1556;1568;LT 230 kV PORTO ALEGRE 9 /NOVA STA RITA RS;1;105;28,0000000000;RSPAL9;PORTO ALEGRE 9;SUB PORTO ALEGRE 9 RS;RS;RSPOL;NOVA STA RITA;SUB NOVA STA RITA    RS;RS;7245;1790;1180;0;0;2;2;27;59;230,00
2026-04-27;23339;4;Ativa;1608;1466;1598;LT 230 kV CAMPO BOM /TAQUARA RS;1;68;30,0000000000;RSCBO;CAMPO BOM;SUB CAMPO BOM     RS;RS;RSTAQ;TAQUARA;SUB TAQUARA    RS;RS;7248;895;590;0;0;1;2;27;73;230,00
2026-04-27;23408;4;Ativa;1609;3039;1547;LT 230 kV RESTINGA /PORTO ALEGRE 13 RS;1;40;11,0000000000;RSRES;RESTINGA;SUB RESTINGA    RS;RS;RSPA13;PORTO ALEGRE 13;SUB PORTO ALEGRE 13 RS;RS;7334;895;590;0;0;1;2;27;42;230,00
2026-04-27;23411;4;Ativa;1610;3039;3042;LT 230 kV RESTINGA /VIAMAO 3 RS;1;54;18,0000000000;RSRES;RESTINGA;SUB RESTINGA    RS;RS;RSVIA3;VIAMAO 3;SUB VIAMAO 3    RS;RS;7337;895;590;0;0;1;1;27;59;230,00
2026-04-27;23414;4;Ativa;1611;1513;3087;LT 230 kV GRAVATAI 2 /JARDIM BOTANICO RS;1;1;34,8600000000;RSGRA2;GRAVATAI 2;SUB GRAVATAI 2 RS;RS;RSJBO;JARDIM BOTANICO;SUB JARDIM BOTANICO RS;RS;7340;843;998;1;4;1;1;65;48;230,00
2026-04-27;23415;4;Ativa;1612;3087;1546;LT 230 kV JARDIM BOTANICO /PORTO ALEGRE 10 RS;1;1;2,2000000000;RSJBO;JARDIM BOTANICO;SUB JARDIM BOTANICO RS;RS;RSPA10;PORTO ALEGRE 10;SUB PORTO ALEGRE 10 RS;RS;7341;843;998;1;4;1;1;65;48;230,00
2026-04-27;23418;4;Ativa;1613;3089;3087;LT 230 kV JARDIM BOTANICO FIC /JARDIM BOTANICO RS;1;0;2,0000000000;INS-RSGRJB;JARDIM BOTANICO FIC;SUB ARDIM BOTANICO FIC RS;RS;RSJBO;JARDIM BOTANICO;SUB JARDIM BOTANICO RS;RS;7344;1000;1000;1;0;1;0;68;69;230,00
2026-04-27;23419;4;Ativa;1613;3089;3087;LT 230 kV JARDIM BOTANICO FIC /JARDIM BOTANICO RS;2;0;2,0000000000;INS-RSGRJB;JARDIM BOTANICO FIC;SUB ARDIM BOTANICO FIC RS;RS;RSJBO;JARDIM BOTANICO;SUB JARDIM BOTANICO RS;RS;7345;1000;1000;1;0;1;0;68;69;230,00
2026-04-27;23423;4;Ativa;1614;1624;3088;LT 230 kV ITAUBA /CANDELARIA 2 RS;1;25;65,0000000000;RSUITA;ITAUBA;USI ITAUBA     RS;RS;RSCDL2;CANDELARIA 2;SUB CANDELARIA 2 RS;RS;7349;917;1073;0;0;1;1;13;59;230,00
2026-04-27;23424;4;Ativa;1615;3088;1568;LT 230 kV CANDELARIA 2 /NOVA STA RITA RS;1;25;158,0000000000;RSCDL2;CANDELARIA 2;SUB CANDELARIA 2 RS;RS;RSPOL;NOVA STA RITA;SUB NOVA STA RITA    RS;RS;7350;917;1073;0;0;1;1;13;59;230,00
2026-04-27;23427;4;Ativa;1616;1513;3042;LT 230 kV GRAVATAI 2 /VIAMAO 3 RS;1;54;20,6300000000;RSGRA2;GRAVATAI 2;SUB GRAVATAI 2 RS;RS;RSVIA3;VIAMAO 3;SUB VIAMAO 3    RS;RS;7353;998;853;1;0;1;2;13;48;230,00
2026-04-27;23428;4;Ativa;1617;3042;1554;LT 230 kV VIAMAO 3 /PORTO ALEGRE 6 RS;1;25;8,8600000000;RSVIA3;VIAMAO 3;SUB VIAMAO 3    RS;RS;RSPAL6;PORTO ALEGRE 6;SUB PORTO ALEGRE 6   RS;RS;7354;998;853;1;0;1;2;13;48;230,00
2026-04-27;23431;4;Ativa;1618;3091;3092;LT 500 kV JOAO CAMARA III /CEARA MIRIM II RN;1;0;64,0000000000;RNJCT;JOAO CAMARA III;SUB JOAO CAMARA II   RN;RN;RNCMM;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN;7359;3895;0;0;0;4;2;23;59;500,00
2026-04-27;23434;4;Ativa;1619;3092;3090;LT 500 kV CEARA MIRIM II /C.GRANDE III RN/PB;1;0;192,0000000000;RNCMM;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN;PBCGT;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;7362;3895;3092;0;2;4;0;23;1;500,00
2026-04-27;23437;4;Ativa;1621;3090;897;LT 230 kV C.GRANDE III /C.GRANDE II PB;1;0;9,7200000000;PBCGT;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;PBCGD;C.GRANDE II;SUB CAMPINA GRANDE II   PB;PB;7365;1740;1380;0;2;2;0;23;1;230,00
2026-04-27;23440;4;Ativa;1620;3092;2936;LT 230 kV CEARA MIRIM II /EXTREMOZ II RN;1;0;19,1600000000;RNCMM;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN;RNETD;EXTREMOZ II;SUB EXTREMOZ II RN;RN;7368;1740;0;0;0;2;2;23;59;230,00
2026-04-27;23627;4;Ativa;1633;576;3106;LT 230 kV MESQUITA /TIMOTEO 2 MG;1;58;23,9000000000;MGMESQ;MESQUITA;SUB MESQUITA    MG;MG;MGTIM2;TIMOTEO 2;SUB TIMOTEO 2  MG;MG;7602;1055;905;0;0;1;2;38;31;230,00
2026-04-27;23632;4;Ativa;1634;337;3106;LT 230 kV APERAM /TIMOTEO 2 MG;1;4;5,0000000000;MGACES;APERAM;SUB APERAM    MG;MG;MGTIM2;TIMOTEO 2;SUB TIMOTEO 2  MG;MG;7607;790;628;0;0;1;2;13;28;230,00
2026-04-27;23633;4;Ativa;1635;3106;457;LT 230 kV TIMOTEO 2 /IPATINGA 1 MG;1;31;13,0400000000;MGTIM2;TIMOTEO 2;SUB TIMOTEO 2  MG;MG;MGIPAT;IPATINGA 1;SUB IPATINGA 1    MG;MG;7608;628;628;0;0;1;2;13;1;230,00
2026-04-27;23636;4;Ativa;1636;3107;71;LT 230 kV MORRO CHAPEU II /IRECE BA;1;114;65,0000000000;BAMPD;MORRO CHAPEU II;SUB MORRO DO CHAPEU II BA;BA;BAIRE;IRECE;SUB IRECE    BA;BA;7611;631;795;0;1;1;2;43;59;230,00
2026-04-27;23637;4;Ativa;1637;1410;3109;LT 230 kV PARAISO /LAGOA NOVA II RN;1;143;65,0000000000;RNPRS;PARAISO;SUB PARAISO    RN;RN;RNLND;LAGOA NOVA II;SUB LAGOA NOVA II RN;RN;7612;1750;1390;0;0;2;2;37;42;230,00
2026-04-27;23639;4;Ativa;1644;2798;3110;LT 500 kV LECHUGA /EQUADOR AM/RR;1;753;394,2000000000;AMCRR;LECHUGA;SUB LECHUGA (MANAUS) AM;AM;RREQ;EQUADOR;SUB EQUADOR RR;RR;7614;301;245;1;0;3;2;62;1;500,00
2026-04-27;23640;4;Ativa;1644;2798;3110;LT 500 kV LECHUGA /EQUADOR AM/RR;2;753;394,2000000000;AMCRR;LECHUGA;SUB LECHUGA (MANAUS) AM;AM;RREQ;EQUADOR;SUB EQUADOR RR;RR;7615;301;245;1;0;3;2;62;1;500,00
2026-04-27;23649;4;Ativa;1638;1003;3022;LT 230 kV TERESINA II /TERESINA III PI;1;47;26,0000000000;PITSD ;TERESINA II;SUB TERESINA II   PI;PI;PITST;TERESINA III;SUB TERESINA III     PI;PI;7624;1055;1330;1;0;2;2;14;42;230,00
2026-04-27;23650;4;Ativa;1638;1003;3022;LT 230 kV TERESINA II /TERESINA III PI;2;47;26,0000000000;PITSD ;TERESINA II;SUB TERESINA II   PI;PI;PITST;TERESINA III;SUB TERESINA III     PI;PI;7625;1055;1330;1;0;2;2;14;42;230,00
2026-04-27;23651;4;Ativa;1640;2550;3111;LT 500 kV TAUBATE /NOVA IGUACU SP/RJ;1;590;247,0000000000;SPTAU;TAUBATE;SUB TAUBATE    SP;SP;RJSTNV;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ;7626;358;277;0;0;4;2;23;1;500,00
2026-04-27;23652;4;Desativada;1646;1047;3114;LT 230 kV CASCAVEL OEST /UMUARAMA SUL PR;1;366;129,4000000000;PRCVO ;CASCAVEL OEST;SUB CASCAVEL OESTE   PR;PR;PRUMU2;UMUARAMA SUL;SUB UMUARAMA SUL PR;PR;7627;991;846;0;2;1;2;38;42;230,00
2026-04-27;23672;4;Ativa;145;290;318;LT 230 kV PIRINEUS /XAVANTES GO;2;99;50,5000000000;GOSTPP;PIRINEUS;SUB PIRINEUS    GO;GO;GOXAV;XAVANTES;SUB XAVANTES    GO;GO;7647;1;1;0;1;1;2;23;28;230,00
2026-04-27;23715;4;Ativa;1648;997;3108;LT 230 kV PIRIPIRI /IBIAPINA II PI/CE;1;21;85,8000000000;PIPRI;PIRIPIRI;SUB PIRIPIRI    PI;PI;CEIBD;IBIAPINA II;SUB IBIAPINA II  CE;CE;7710;860;790;0;2;1;2;43;42;230,00
2026-04-27;23716;4;Ativa;1649;3108;160;LT 230 kV IBIAPINA II /SOBRAL II CE;1;21;101,9800000000;CEIBD;IBIAPINA II;SUB IBIAPINA II  CE;CE;CESBD;SOBRAL II;SUB SOBRAL II     CE;CE;7711;860;790;0;2;1;2;43;42;230,00
2026-04-27;23798;4;Ativa;1650;1328;3111;LT 500 kV ANGRA FUR /NOVA IGUACU RJ;1;5;110,2000000000;RJSTAN;ANGRA FUR;SUB ANGRA FUR     RJ;RJ;RJSTNV;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ;7813;393;3319;0;0;3;2;5;31;500,00
2026-04-27;23799;4;Ativa;1651;3111;1338;LT 500 kV NOVA IGUACU /SAO JOSE RJ;1;3;23,2000000000;RJSTNV;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ;RJSTSJ;SAO JOSE;SUB SAO JOSE    RJ;RJ;7814;393;3319;0;0;3;2;5;31;500,00
2026-04-27;23802;4;Ativa;1652;1327;3111;LT 345 kV ADRIANOPOLIS /NOVA IGUACU RJ;1;40;17,5000000000;RJSTAD;ADRIANOPOLIS;SUB ADRIANOPOLIS     RJ;RJ;RJSTNV;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ;7817;1799;1428;0;0;2;2;23;42;345,00
2026-04-27;23803;4;Ativa;1653;3111;1333;LT 345 kV NOVA IGUACU /JACAREPAGUA RJ;1;40;29,5000000000;RJSTNV;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ;RJSTJP;JACAREPAGUA;SUB JACAREPAGUA   RJ;RJ;7818;1799;1428;0;0;2;2;23;42;345,00
2026-04-27;23812;4;Ativa;1645;3110;3113;LT 500 kV EQUADOR /BOA VISTA RR;1;637;330,5000000000;RREQ;EQUADOR;SUB EQUADOR RR;RR;RRBV;BOA VISTA;SUB BOA VISTA   RR;RR;7827;301;245;1;2;3;2;62;1;500,00
2026-04-27;23813;4;Ativa;1645;3110;3113;LT 500 kV EQUADOR /BOA VISTA RR;2;637;330,5000000000;RREQ;EQUADOR;SUB EQUADOR RR;RR;RRBV;BOA VISTA;SUB BOA VISTA   RR;RR;7828;301;245;1;2;3;2;62;1;500,00
2026-04-27;23948;4;Ativa;1656;1658;3118;LT 230 kV BIGUACU /GASPAR 2 SC;1;5;103,0900000000;SCBIG;BIGUACU;SUB BIGUACU ELETROSUL SC;SC;SCGAS22;GASPAR 2;SUB GASPAR 2 SC;SC;7935;767;609;0;0;1;2;13;40;230,00
2026-04-27;23949;4;Ativa;1657;3118;1659;LT 230 kV GASPAR 2 /BLUMENAU SC;1;5;15,3500000000;SCGAS22;GASPAR 2;SUB GASPAR 2 SC;SC;SCBLU;BLUMENAU;SUB BLUMENAU    SC;SC;7936;767;609;0;0;1;2;13;40;230,00
2026-04-27;23952;4;Ativa;1658;1658;3117;LT 500 kV BIGUACU /ABDON BATISTA SC;1;2;234,6000000000;SCBIG;BIGUACU;SUB BIGUACU ELETROSUL SC;SC;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC;7939;4146;2920;0;0;4;2;23;28;500,00
2026-04-27;23953;4;Ativa;1659;3117;1672;LT 500 kV ABDON BATISTA /C.NOVOS SC;1;3;34,9000000000;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC;SCCNO;C.NOVOS;SUB CAMPOS NOVOS     SC;SC;7940;4146;2920;0;0;4;2;23;28;500,00
2026-04-27;23956;4;Ativa;1660;1656;3117;LT 230 kV BARRA GRANDE /ABDON BATISTA SC;1;55;40,0000000000;SCBGR;BARRA GRANDE;SUB BARRA GRANDE     SC;SC;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC;7943;1169;879;1;2;1;2;5;1;230,00
2026-04-27;23957;4;Ativa;1661;3117;1712;LT 230 kV ABDON BATISTA /LAGES SC;2;54;89,9000000000;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC;SCLAG;LAGES;SUB LAGES    SC;SC;7944;1169;879;1;2;1;2;5;1;230,00
2026-04-27;23960;4;Ativa;1660;1656;3117;LT 230 kV BARRA GRANDE /ABDON BATISTA SC;2;55;40,0000000000;SCBGR;BARRA GRANDE;SUB BARRA GRANDE     SC;SC;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC;7947;1169;879;1;2;1;2;5;1;230,00
2026-04-27;23961;4;Ativa;1661;3117;1712;LT 230 kV ABDON BATISTA /LAGES SC;1;54;89,9000000000;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC;SCLAG;LAGES;SUB LAGES    SC;SC;7948;1169;879;1;2;1;2;5;1;230,00
2026-04-27;24009;4;Ativa;1643;3112;916;LT 230 kV GARANHUNS II /ANGELIM PE;4;26;13,0000000000;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE;PEAGL;ANGELIM;SUB ANGELIM    PE;PE;7996;621;437;0;0;2;2;13;28;230,00
2026-04-27;24012;4;Ativa;1663;980;3112;LT 500 kV US. L.GONZAGA /GARANHUNS II PE;1;406;217,7000000000;PEULG;US. L.GONZAGA;USI LUIZ GONZAGA     PE;PE;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE;7999;3895;3092;0;2;4;2;13;28;500,00
2026-04-27;24013;4;Ativa;1662;16;3119;LT 230 kV MESSIAS /MACEIO II AL;1;59;20,0000000000;ALMSI;MESSIAS;SUB MESSIAS AL;AL;ALMCD;MACEIO II;SUB MACEIO II AL;AL;8000;1810;1545;1;0;2;2;43;59;230,00
2026-04-27;24014;4;Ativa;1641;3112;950;LT 500 kV GARANHUNS II /PAU FERRO PE;1;409;208,0000000000;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE;PEPFE;PAU FERRO;SUB PAU FERRO     PE;PE;8001;3895;3092;0;2;4;2;13;28;500,00
2026-04-27;24015;4;Ativa;1642;3112;3090;LT 500 kV GARANHUNS II /C.GRANDE III PE/PB;1;380;193,0000000000;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE;PBCGT;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;8002;3895;3092;0;2;4;2;13;28;500,00
2026-04-27;24016;4;Ativa;1662;16;3119;LT 230 kV MESSIAS /MACEIO II AL;2;59;20,0000000000;ALMSI;MESSIAS;SUB MESSIAS AL;AL;ALMCD;MACEIO II;SUB MACEIO II AL;AL;8003;1810;1545;1;0;2;2;43;59;230,00
2026-04-27;24232;4;Ativa;1676;957;3126;LT 230 kV RECIFE II /JABOATAO II PE;1;25;15,9000000000;PERCD;RECIFE II;SUB RECIFE II     PE;PE;PEJBD;JABOATAO II;SUB JABOATAO II  PE;PE;8117;903;903;1;0;1;2;43;42;230,00
2026-04-27;24233;4;Ativa;1677;3126;954;LT 230 kV JABOATAO II /PIRAPAMA II PE;1;25;33,9000000000;PEJBD;JABOATAO II;SUB JABOATAO II  PE;PE;PEPRD;PIRAPAMA II;SUB PIRAPAMA II   PE;PE;8118;903;903;1;0;1;2;43;42;230,00
2026-04-27;24266;4;Ativa;521;1056;1139;LT 230 kV FOZ DO CHOPIM /S. OSORIO PR;2;23;9,9000000000;PRFOC;FOZ DO CHOPIM;SUB FOZ DO CHOPIM    PR;PR;PRSOS;S. OSORIO;SUB SALTO  OSORIO    PR;PR;8239;1030;815;0;0;1;2;45;59;230,00
2026-04-27;24269;4;Ativa;547;1087;1059;LT 230 kV LONDRINA ESU /FIGUEIRA PR;2;205;91,9600000000;PRLON;LONDRINA ESU;SUB LONDRINA    PR;PR;PRFRA;FIGUEIRA;SE FIGUEIRA PR;PR;8242;847;724;0;2;1;2;66;59;230,00
2026-04-27;24274;4;Desativada;1682;1568;3134;LT 525 kV NOVA STA RITA /POVO NOVO RS;1;619;268,0000000000;RSPOL;NOVA STA RITA;SUB NOVA STA RITA    RS;RS;RSPNO;POVO NOVO;SUB POVO NOVO RS;RS;8248;4580;3635;0;0;;;66;;525,00
2026-04-27;24275;4;Ativa;1683;3134;3135;LT 525 kV POVO NOVO /MARMELEIRO 2 RS;1;323;154,0000000000;RSPNO;POVO NOVO;SUB POVO NOVO RS;RS;RSMRO;MARMELEIRO 2;SUB MARMELEIRO 2 RS;RS;8249;4580;3635;0;0;;;;2;525,00
2026-04-27;24276;4;Ativa;1681;3135;3136;LT 525 kV MARMELEIRO 2 /STA V.PALMAR RS;1;99;52,0000000000;RSMRO;MARMELEIRO 2;SUB MARMELEIRO 2 RS;RS;RSSVP;STA V.PALMAR;SUB SANTA VITORIA DO PALMAR RS;RS;8250;4580;3635;0;0;66;;14;2;525,00
2026-04-27;24277;4;Ativa;1679;3131;1568;LT 230 kV CAMAQUA 3 /NOVA STA RITA RS;1;254;122,7000000000;RSCAM3;CAMAQUA 3;SUB CAMAQUA 3 RS;RS;RSPOL;NOVA STA RITA;SUB NOVA STA RITA    RS;RS;8251;1740;1380;0;2;4;2;;28;230,00
2026-04-27;24278;4;Desativada;1680;3131;1572;LT 230 kV CAMAQUA 3 /QUINTA RS;1;353;168,0000000000;RSCAM3;CAMAQUA 3;SUB CAMAQUA 3 RS;RS;RSQUI;QUINTA;SUB QUINTA     RS;RS;8252;1740;1380;0;2;4;2;;28;230,00
2026-04-27;24279;4;Ativa;570;1142;1786;LT 500 kV S.SANTIAGO /ITA PR/SC;2;389;187,0000000000;PRSSA;S.SANTIAGO;SUB SALTO SANTIAGO   PR;PR;SCYTA;ITA;SUB ITA     SC;SC;8253;3335;2710;0;2;4;2;;28;500,00
2026-04-27;24308;4;Ativa;1688;1027;3137;LT 500 kV CURITIBA /CURITIBA LESTE PR;1;71;29,1400000000;PRCBA;CURITIBA;SUB CURITIBA    PR;PR;PRCBL;CURITIBA LESTE;SUB CURITIBA LESTE PR;PR;8284;3335;2710;0;2;4;2;13;59;500,00
2026-04-27;24337;4;Ativa;1689;1048;3137;LT 230 kV D.S.J.PINHAIS /CURITIBA LESTE PR;1;19;9,0000000000;PRDJP;D.S.J.PINHAIS;SUB DISTRITO SAO JOSE DOS PINHAIS PR;PR;PRCBL;CURITIBA LESTE;SUB CURITIBA LESTE PR;PR;8299;990;861;1;0;1;2;10;59;230,00
2026-04-27;24338;4;Ativa;1690;3137;1136;LT 230 kV CURITIBA LESTE /SANTA MONICA PR;1;19;26,7000000000;PRCBL;CURITIBA LESTE;SUB CURITIBA LESTE PR;PR;PRSMC;SANTA MONICA;SUB SANTA MONICA     PR;PR;8300;990;861;0;0;1;2;10;59;230,00
2026-04-27;24368;4;Ativa;1691;1047;3138;LT 230 kV CASCAVEL OEST /CASCAVEL NORTE PR;1;95;30,3000000000;PRCVO ;CASCAVEL OEST;SUB CASCAVEL OESTE   PR;PR;PRCTE;CASCAVEL NORTE;SUB CASCAVEL NORTE PR;PR;8340;935;800;0;2;1;2;37;59;230,00
2026-04-27;24387;4;Ativa;1692;3114;1068;LT 230 kV UMUARAMA SUL /GUAIRA PR;1;243;103,9000000000;PRUMU2;UMUARAMA SUL;SUB UMUARAMA SUL PR;PR;PRGUA;GUAIRA;SUB GUAIRA     PR;PR;8361;935;800;0;2;1;2;38;59;230,00
2026-04-27;24424;4;Ativa;1694;3139;3140;LT 500 kV PARANAITA /CLAUDIA MT;1;568;297,0000000000;MTPRT;PARANAITA;SUB PARANAITA MT;MT;MTCLD;CLAUDIA;SUB CLAUDIA MT;MT;8399;378;3;1;2;4;2;62;59;500,00
2026-04-27;24425;4;Ativa;1694;3139;3140;LT 500 kV PARANAITA /CLAUDIA MT;2;568;297,0000000000;MTPRT;PARANAITA;SUB PARANAITA MT;MT;MTCLD;CLAUDIA;SUB CLAUDIA MT;MT;8400;378;3;1;2;4;2;62;59;500,00
2026-04-27;24444;4;Ativa;1695;3140;3141;LT 500 kV CLAUDIA /PARANATINGA MT;1;654;356,0000000000;MTCLD;CLAUDIA;SUB CLAUDIA MT;MT;MTPRG;PARANATINGA;SUB PARANATINGA MT;MT;8419;378;3;1;2;4;2;62;59;500,00
2026-04-27;24445;4;Ativa;1695;3140;3141;LT 500 kV CLAUDIA /PARANATINGA MT;2;654;356,0000000000;MTCLD;CLAUDIA;SUB CLAUDIA MT;MT;MTPRG;PARANATINGA;SUB PARANATINGA MT;MT;8420;378;3;1;2;4;2;62;59;500,00
2026-04-27;24467;4;Ativa;1696;3141;836;LT 500 kV PARANATINGA /RIBEIRAOZINHO MT;1;694;355,8000000000;MTPRG;PARANATINGA;SUB PARANATINGA MT;MT;MTRB;RIBEIRAOZINHO;SUB RIBEIRAOZINHO    MT;MT;8442;378;3;1;2;4;2;62;59;500,00
2026-04-27;24468;4;Ativa;1696;3141;836;LT 500 kV PARANATINGA /RIBEIRAOZINHO MT;2;694;355,8000000000;MTPRG;PARANATINGA;SUB PARANATINGA MT;MT;MTRB;RIBEIRAOZINHO;SUB RIBEIRAOZINHO    MT;MT;8443;378;3;1;2;4;2;62;59;500,00
2026-04-27;24469;4;Ativa;907;1786;1568;LT 525 kV ITA /NOVA STA RITA SC/RS;2;635;314,0000000000;SCYTA;ITA;SUB ITA     SC;SC;RSPOL;NOVA STA RITA;SUB NOVA STA RITA    RS;RS;8444;3335;2710;0;2;4;2;;28;525,00
2026-04-27;24517;4;Desativada;1700;319;329;LT 500 kV ACAILANDIA /MIRANDA II MA;1;779;364,8100000000;MAAC;ACAILANDIA;SUB ACAILANDIA    MA;MA;MAMR;MIRANDA II;SUB MIRANDA II    MA;MA;8492;5405;4545;0;1;4;1;23;59;500,00
2026-04-27;24635;4;Ativa;1685;3132;3133;LT 230 kV IGAPORA III /PINDAI II BA;1;104;49,5000000000;BAIGT;IGAPORA III;SUB IGAPORA III BA;BA;BAPND;PINDAI II;SUB PINDAI II BA;BA;8633;1900;1600;0;2;2;2;23;42;230,00
2026-04-27;24636;4;Ativa;1684;2934;3132;LT 230 kV IGAPORA II /IGAPORA III BA;1;11;5,4000000000;BAIGD;IGAPORA II;SUB IGAPORA II    BA;BA;BAIGT;IGAPORA III;SUB IGAPORA III BA;BA;8634;1900;1600;0;0;2;2;23;42;230,00
2026-04-27;24637;4;Ativa;1684;2934;3132;LT 230 kV IGAPORA II /IGAPORA III BA;2;11;5,4000000000;BAIGD;IGAPORA II;SUB IGAPORA II    BA;BA;BAIGT;IGAPORA III;SUB IGAPORA III BA;BA;8635;1900;1600;0;0;2;2;23;42;230,00
