DatGeracaoConjuntoDados;DscTipEqp;NumFasMdlEqp;IdeOnsSbe;IdeMdl;IdeTipMdl;IdeSbe;MdaCpeRaiNegMdlEqp;MdaCpeRaivPosMdlEqp;DscIdcExsMdlCnr;DscFinMdlEqp;MdaPotAtvMdlEqp;MdaTnsScdMdlEqp;MdaTnsTiaMdlEqp;NomSubestacao;NomLongoSubestacao;SigUFSubestacao;NumOprMdl;NomMdl;IdcSitMdl;NumTnsMdl
2026-04-27;Transformador de Potência;Trifásico;GOUSCB;23122;3;311;;;S;Principal;75.00;138.00;13.80;CORUMBA;USI CORUMBA    GO;GO;TR2;TR 345/138 kV CORUMBA TR2 GO;3;345,00
2026-04-27;Transformador de Potência;Trifásico;MSCOB;23138;3;2995;;;N;Principal;100.00;138.00;13.80;CORUMBA 2;SUB CORUMBA 2     MS;MS;TR1;TR 230/138 kV CORUMBA 2 TR1 MS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;MSCOB;23139;3;2995;;;N;Principal;100.00;138.00;13.80;CORUMBA 2;SUB CORUMBA 2     MS;MS;TR2;TR 230/138 kV CORUMBA 2 TR2 MS;3;230,00
2026-04-27;Reator de Barra;Trifásico;MSCOB;23144;3;2995;15.00;;N;Principal;;;;CORUMBA 2;SUB CORUMBA 2     MS;MS;RT1;RTB 230 kV 15 Mvar CORUMBA 2 RT1 MS;3;230,00
2026-04-27;Reator de Linha;Trifásico;MSCOB;23146;3;2995;20.00;;N;Principal;;;;CORUMBA 2;SUB CORUMBA 2     MS;MS;RT2;RTL 230 kV 20 Mvar CORUMBA 2 RT2 MS;3;230,00
2026-04-27;Reator de Linha;Trifásico;MSCOB;23147;3;2995;20.00;;N;Principal;;;;CORUMBA 2;SUB CORUMBA 2     MS;MS;RT3;RTL 230 kV 20 Mvar CORUMBA 2 RT3 MS;3;230,00
2026-04-27;Compensador Estático;Trifásico;MSANA;23155;3;736;50.00;50.00;N;Principal;;;;ANASTACIO;SUB ANASTACIO     MS;MS;CE1;CE 50/-50 Mvar ANASTACIO CE1 MS;3;230,00
2026-04-27;Reator de Linha;Trifásico;MSANA;23157;3;736;20.00;;N;Principal;;;;ANASTACIO;SUB ANASTACIO     MS;MS;RT1;RTL 230 kV 20 Mvar ANASTACIO RT1 MS;3;230,00
2026-04-27;Reator de Linha;Trifásico;MSANA;23158;3;736;20.00;;N;Principal;;;;ANASTACIO;SUB ANASTACIO     MS;MS;RT2;RTL 230 kV 20 Mvar ANASTACIO RT2 MS;3;230,00
2026-04-27;Transformador de Potência;Monofásico;MTSLRV;23163;3;3005;;;;Principal;75.00;138.00;;LUCAS RIO VERDE;SUB LUCAS DO RIO VERDE    MT;MT;TR1;TR 230/138 kV LUCAS RIO VERDE TR1 MT;3;230,00
2026-04-27;Transformador de Potência;Monofásico;MTSLRV;23164;3;3005;;;;Reserva;25.00;138.00;;LUCAS RIO VERDE;SUB LUCAS DO RIO VERDE    MT;MT;TRR1;TR 230/138 kV LUCAS RIO VERDE TRR1 MT;3;230,00
2026-04-27;Transformador de Potência;Monofásico;MGSLA4;23173;3;2990;;;S;Principal;375.00;138.00;13.80;SETE LAGOAS 4;SUB SETE LAGOAS 4    MG;MG;TR1;TR 345/138 kV SETE LAGOAS 4 TR1 MG;3;345,00
2026-04-27;Transformador de Potência;Monofásico;MGSLA4;23174;3;2990;;;N;Reserva;125.00;138.00;13.80;SETE LAGOAS 4;SUB SETE LAGOAS 4    MG;MG;TRR1;TR 345/138 kV SETE LAGOAS 4 TRR1 MG;3;345,00
2026-04-27;Transformador de Potência;Trifásico;RSJBO;23346;3;3087;;;S;Principal;83.00;69.00;13.80;JARDIM BOTANICO;SUB JARDIM BOTANICO RS;RS;TR1;TR 230/69 kV JARDIM BOTANICO TR1 RS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;RSJBO;23347;3;3087;;;S;Principal;83.00;69.00;13.80;JARDIM BOTANICO;SUB JARDIM BOTANICO RS;RS;TR2;TR 230/69 kV JARDIM BOTANICO TR2 RS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;RSVIA3;23367;3;3042;;;S;Principal;83.00;69.00;13.80;VIAMAO 3;SUB VIAMAO 3    RS;RS;TR1;TR 230/69 kV VIAMAO 3 TR1 RS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;RSVIA3;23368;3;3042;;;S;Principal;83.00;69.00;13.80;VIAMAO 3;SUB VIAMAO 3    RS;RS;TR2;TR 230/69 kV VIAMAO 3 TR2 RS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;RSVIA3;23369;3;3042;;;S;Principal;83.00;69.00;13.80;VIAMAO 3;SUB VIAMAO 3    RS;RS;TR3;TR 230/69 kV VIAMAO 3 TR3 RS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;RSCDL2;23385;3;3088;;;S;Principal;83.00;69.00;;CANDELARIA 2;SUB CANDELARIA 2 RS;RS;TR1;TR 230/69 kV CANDELARIA 2 TR1 RS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;RSCDL2;23386;3;3088;;;S;Principal;83.00;69.00;;CANDELARIA 2;SUB CANDELARIA 2 RS;RS;TR2;TR 230/69 kV CANDELARIA 2 TR2 RS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;RSRES;23398;3;3039;;;S;Principal;83.00;69.00;13.80;RESTINGA;SUB RESTINGA    RS;RS;TR1;TR 230/69 kV RESTINGA TR1 RS;3;230,00
2026-04-27;Transformador de Potência;Trifásico;RSRES;23399;3;3039;;;S;Principal;83.00;69.00;13.80;RESTINGA;SUB RESTINGA    RS;RS;TR2;TR 230/69 kV RESTINGA TR2 RS;3;230,00
2026-04-27;Transformador de Potência;Monofásico;RNCMM;23450;3;3092;;;N;Principal;450.00;230.00;;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN;TR1;TR 500/230 kV CEARA MIRIM II TR1 RN;3;500,00
2026-04-27;Transformador de Potência;Monofásico;RNCMM;23451;3;3092;;;N;Principal;450.00;230.00;;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN;TR2;TR 500/230 kV CEARA MIRIM II TR2 RN;3;500,00
2026-04-27;Transformador de Potência;Monofásico;RNCMM;23452;3;3092;;;N;Reserva;150.00;230.00;;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN;TRR1;TR 500/230 kV CEARA MIRIM II TRR1 RN;3;500,00
2026-04-27;Reator de Barra;Monofásico;RNCMM;23457;3;3092;150.00;;N;Principal;;;;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN;RTB1;RTB 500 kV 150 Mvar CEARA MIRIM II RTB1 RN;3;500,00
2026-04-27;Reator de Barra;Monofásico;RNCMM;23459;3;3092;50.00;;N;Reserva;;;;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN;RTR1;RTB 500 kV 50 Mvar CEARA MIRIM II RTR1 RN;3;500,00
2026-04-27;Reator de Linha;Monofásico;RNCMM;23460;3;3092;100.00;;N;Principal;;;;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN;RTL2;RTL 500 kV 100 Mvar CEARA MIRIM II RTL2 RN;3;500,00
2026-04-27;Reator de Linha;Monofásico;RNCMM;23462;3;3092;33.33;;N;Reserva;;;;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN;RTR2;RTL 500 kV 33,33 Mvar CEARA MIRIM II RTR2 RN;3;500,00
2026-04-27;Compensador Estático;Trifásico;RNCMM;23464;3;3092;75.00;150.00;N;Principal;;;;CEARA MIRIM II;SUB CEARA MIRIM II RN;RN;CE1;CE 150/-75 Mvar CEARA MIRIM II CE1 RN;3;230,00
2026-04-27;Transformador de Potência;Monofásico;PBCGT;23469;3;3090;;;N;Principal;600.00;230.00;;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;TR1;TR 500/230 kV C.GRANDE III TR1 PB;3;500,00
2026-04-27;Transformador de Potência;Monofásico;PBCGT;23471;3;3090;;;N;Reserva;200.00;230.00;;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;TRR1;TR 500/230 kV C.GRANDE III TRR1 PB;3;500,00
2026-04-27;Reator de Barra;Monofásico;PBCGT;23476;3;3090;150.00;;N;Principal;;;;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;RT1;RTB 500 kV 150 Mvar C.GRANDE III RT1 PB;3;500,00
2026-04-27;Reator de Barra;Monofásico;PBCGT;23477;3;3090;50.00;;N;Reserva;;;;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;RTR1;RTB 500 kV 50 Mvar C.GRANDE III RTR1 PB;3;500,00
2026-04-27;Reator de Linha;Monofásico;PBCGT;23479;3;3090;100.00;;N;Principal;;;;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;RTL2;RTL 500 kV 100 Mvar C.GRANDE III RTL2 PB;3;500,00
2026-04-27;Reator de Linha;Monofásico;PBCGT;23480;3;3090;33.33;;N;Reserva;;;;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;RTR2;RTL 500 kV 33,33 Mvar C.GRANDE III RTR2 PB;3;500,00
2026-04-27;Transformador de Potência;Monofásico;RNJCT;23486;3;3091;;;N;Principal;450.00;138.00;;JOAO CAMARA III;SUB JOAO CAMARA II   RN;RN;TR1;TR 500/138 kV JOAO CAMARA III TR1 RN;3;500,00
2026-04-27;Transformador de Potência;Monofásico;RNJCT;23487;3;3091;;;N;Principal;450.00;138.00;;JOAO CAMARA III;SUB JOAO CAMARA II   RN;RN;TR2;TR 500/138 kV JOAO CAMARA III TR2 RN;3;500,00
2026-04-27;Transformador de Potência;Monofásico;RNJCT;23491;3;3091;;;N;Reserva;150.00;138.00;;JOAO CAMARA III;SUB JOAO CAMARA II   RN;RN;TRR1;TR 500/138 kV JOAO CAMARA III TRR1 RN;3;500,00
2026-04-27;Banco de Capacitores;Trifásico;RNJCT;23497;3;3091;;50.00;N;Principal;;;;JOAO CAMARA III;SUB JOAO CAMARA II   RN;RN;BC1;BC 138 kV 50 Mvar JOAO CAMARA III BC1 RN;3;138,00
2026-04-27;Transformador de Potência;Trifásico;PITST;23659;3;3022;;;S;Principal;200.00;69.00;13.80;TERESINA III;SUB TERESINA III     PI;PI;TR1;TR 230/69 kV TERESINA III TR1 PI;3;230,00
2026-04-27;Transformador de Potência;Trifásico;PITST;23660;3;3022;;;S;Principal;200.00;69.00;13.80;TERESINA III;SUB TERESINA III     PI;PI;TR2;TR 230/69 kV TERESINA III TR2 PI;3;230,00
2026-04-27;Transformador de Aterramento;Trifásico;PITST;23666;3;3022;;;S;Principal;15.00;;;TERESINA III;SUB TERESINA III     PI;PI;TT1;TT 69/0 kV TERESINA III TT1 PI;3;69,00
2026-04-27;Reator de Barra;Trifásico;BAMPD;23689;3;3107;22.40;;N;Principal;;;;MORRO CHAPEU II;SUB MORRO DO CHAPEU II BA;BA;RT1;RTB 230 kV 22,4 Mvar MORRO CHAPEU II RT1 BA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;BAMPD;23692;3;3107;;;N;Principal;150.00;69.00;;MORRO CHAPEU II;SUB MORRO DO CHAPEU II BA;BA;TR1;TR 230/69 kV MORRO CHAPEU II TR1 BA;3;230,00
2026-04-27;Transformador de Aterramento;Trifásico;BAMPD;23697;3;3107;;;N;Principal;15.00;;;MORRO CHAPEU II;SUB MORRO DO CHAPEU II BA;BA;TA1;TT 69/0 kV MORRO CHAPEU II TA1 BA;3;69,00
2026-04-27;Transformador de Potência;Trifásico;RNLND;23704;3;3109;;;S;Principal;150.00;69.00;13.80;LAGOA NOVA II;SUB LAGOA NOVA II RN;RN;TR1;TR 230/69 kV LAGOA NOVA II TR1 RN;3;230,00
2026-04-27;Transformador de Potência;Trifásico;RNLND;23705;3;3109;;;S;Principal;150.00;69.00;;LAGOA NOVA II;SUB LAGOA NOVA II RN;RN;TR2;TR 230/69 kV LAGOA NOVA II TR2 RN;3;230,00
2026-04-27;Transformador de Aterramento;Trifásico;RNLND;23712;3;3109;;;S;Principal;15.00;;;LAGOA NOVA II;SUB LAGOA NOVA II RN;RN;TA1;TT 69/0 kV LAGOA NOVA II TA1 RN;3;69,00
2026-04-27;Transformador de Potência;Trifásico;CEIBD;23719;3;3108;;;S;Principal;100.00;69.00;13.80;IBIAPINA II;SUB IBIAPINA II  CE;CE;TR1;TR 230/69 kV IBIAPINA II TR1 CE;3;230,00
2026-04-27;Transformador de Potência;Trifásico;CEIBD;23720;3;3108;;;S;Principal;100.00;69.00;;IBIAPINA II;SUB IBIAPINA II  CE;CE;TR2;TR 230/69 kV IBIAPINA II TR2 CE;3;230,00
2026-04-27;Transformador de Aterramento;Trifásico;CEIBD;23727;3;3108;;;S;Principal;15.00;69.00;;IBIAPINA II;SUB IBIAPINA II  CE;CE;TA1;TT 69/69 kV IBIAPINA II TA1 CE;3;69,00
2026-04-27;Banco de Capacitores;Trifásico;CEIBD;23729;3;3108;;21.30;S;Principal;;;;IBIAPINA II;SUB IBIAPINA II  CE;CE;BC1;BC 69 kV 21,3 Mvar IBIAPINA II BC1 CE;3;69,00
2026-04-27;Transformador de Potência;Trifásico;PRUMU2;23735;3;3114;;;S;Principal;150.00;138.00;13.80;UMUARAMA SUL;SUB UMUARAMA SUL PR;PR;TR1;TR 230/138 kV UMUARAMA SUL TR1 PR;3;230,00
2026-04-27;Transformador de Potência;Trifásico;PRUMU2;23736;3;3114;;;S;Principal;150.00;138.00;13.80;UMUARAMA SUL;SUB UMUARAMA SUL PR;PR;TR2;TR 230/138 kV UMUARAMA SUL TR2 PR;3;230,00
2026-04-27;Transformador de Potência;Trifásico;MTNB;23744;3;826;;;;Principal;100.00;138.00;;NOBRES;SUB NOBRES     MT;MT;TR1;TR 230/138 kV NOBRES TR1 MT;3;230,00
2026-04-27;Transformador de Potência;Trifásico;MTNB;23745;3;826;;;;Principal;100.00;138.00;;NOBRES;SUB NOBRES     MT;MT;TR2;TR 230/138 kV NOBRES TR2 MT;3;230,00
2026-04-27;Reator de Linha;Monofásico;SPTAU;23767;3;2550;73.50;;N;Principal;;;;TAUBATE;SUB TAUBATE    SP;SP;RT2;RTL 500 kV 73,5 Mvar TAUBATE RT2 SP;3;500,00
2026-04-27;Reator de Linha;Monofásico;SPTAU;23768;3;2550;24.50;;N;Reserva;;;;TAUBATE;SUB TAUBATE    SP;SP;RTR2;RTL 500 kV 24,5 Mvar TAUBATE RTR2 SP;3;500,00
2026-04-27;Reator de Linha;Monofásico;RJSTNV;23770;3;3111;73.50;;N;Principal;;;;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ;RT1;RTL 500 kV 73,5 Mvar NOVA IGUACU RT1 RJ;3;500,00
2026-04-27;Reator de Linha;Monofásico;RJSTNV;23771;3;3111;24.50;;N;Reserva;;;;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ;RTR1;RTL 500 kV 24,5 Mvar NOVA IGUACU RTR1 RJ;3;500,00
2026-04-27;Transformador de Potência;Monofásico;RJSTNV;23773;3;3111;;;S;Principal;900.00;345.00;13.80;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ;TR1;TR 500/345 kV NOVA IGUACU TR1 RJ;3;500,00
2026-04-27;Transformador de Potência;Monofásico;RJSTNV;23774;3;3111;;;S;Reserva;300.00;345.00;13.80;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ;TRR1;TR 500/345 kV NOVA IGUACU TRR1 RJ;3;500,00
2026-04-27;Transformador de Potência;Monofásico;RJSTNV;23775;3;3111;;;S;Principal;900.00;138.00;13.80;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ;TR2;TR 500/138 kV NOVA IGUACU TR2 RJ;3;500,00
2026-04-27;Transformador de Potência;Monofásico;RJSTNV;23776;3;3111;;;S;Reserva;300.00;138.00;13.80;NOVA IGUACU;SUB NOVA IGUACU  RJ;RJ;TRR2;TR 500/138 kV NOVA IGUACU TRR2 RJ;3;500,00
2026-04-27;Reator de Linha;Monofásico;AMCRR;23818;3;2798;165.00;;S;Principal;;;;LECHUGA;SUB LECHUGA (MANAUS) AM;AM;RT4;RTL 500 kV 165 Mvar LECHUGA RT4 AM;3;500,00
2026-04-27;Reator de Linha;Monofásico;AMCRR;23819;3;2798;55.00;;N;Reserva;;;;LECHUGA;SUB LECHUGA (MANAUS) AM;AM;RTR4;RTL 500 kV 55 Mvar LECHUGA RTR4 AM;3;500,00
2026-04-27;Reator de Linha;Monofásico;AMCRR;23820;3;2798;165.00;;S;Principal;;;;LECHUGA;SUB LECHUGA (MANAUS) AM;AM;RT5;RTL 500 kV 165 Mvar LECHUGA RT5 AM;3;500,00
2026-04-27;Reator de Linha;Monofásico;RREQ;23829;3;3110;165.00;;S;Principal;;;;EQUADOR;SUB EQUADOR RR;RR;RT1;RTL 500 kV 165 Mvar EQUADOR RT1 RR;3;500,00
2026-04-27;Reator de Linha;Monofásico;RREQ;23830;3;3110;55.00;;N;Reserva;;;;EQUADOR;SUB EQUADOR RR;RR;RTR1;RTL 500 kV 55 Mvar EQUADOR RTR1 RR;3;500,00
2026-04-27;Reator de Linha;Monofásico;RREQ;23831;3;3110;165.00;;S;Principal;;;;EQUADOR;SUB EQUADOR RR;RR;RT2;RTL 500 kV 165 Mvar EQUADOR RT2 RR;3;500,00
2026-04-27;Reator de Linha;Monofásico;RREQ;23834;3;3110;136.00;;S;Principal;;;;EQUADOR;SUB EQUADOR RR;RR;RT3;RTL 500 kV 136 Mvar EQUADOR RT3 RR;3;500,00
2026-04-27;Reator de Linha;Monofásico;RREQ;23835;3;3110;136.00;;S;Principal;;;;EQUADOR;SUB EQUADOR RR;RR;RT4;RTL 500 kV 136 Mvar EQUADOR RT4 RR;3;500,00
2026-04-27;Reator de Linha;Monofásico;RREQ;23836;3;3110;45.50;;N;Reserva;;;;EQUADOR;SUB EQUADOR RR;RR;RTR3;RTL 500 kV 45,5 Mvar EQUADOR RTR3 RR;3;500,00
2026-04-27;Reator de Barra;Monofásico;RREQ;23839;3;3110;136.00;;S;Principal;;;;EQUADOR;SUB EQUADOR RR;RR;RT5;RTB 500 kV 136 Mvar EQUADOR RT5 RR;3;500,00
2026-04-27;Reator de Barra;Monofásico;RREQ;23840;3;3110;136.00;;S;Principal;;;;EQUADOR;SUB EQUADOR RR;RR;RT6;RTB 500 kV 136 Mvar EQUADOR RT6 RR;3;500,00
2026-04-27;Reator de Barra;Monofásico;RREQ;23841;3;3110;45.50;;N;Reserva;;;;EQUADOR;SUB EQUADOR RR;RR;RTR5;RTB 500 kV 45,5 Mvar EQUADOR RTR5 RR;3;500,00
2026-04-27;Transformador de Potência;Trifásico;RRBV;23847;3;3113;;;S;Principal;400.00;230.00;13.80;BOA VISTA;SUB BOA VISTA   RR;RR;TR1;TR 500/230 kV BOA VISTA TR1 RR;3;500,00
2026-04-27;Transformador de Potência;Trifásico;RRBV;23848;3;3113;;;S;Principal;400.00;230.00;13.80;BOA VISTA;SUB BOA VISTA   RR;RR;TR2;TR 500/230 kV BOA VISTA TR2 RR;3;500,00
2026-04-27;Reator de Linha;Monofásico;RRBV;23853;3;3113;136.00;;S;Principal;;;;BOA VISTA;SUB BOA VISTA   RR;RR;RT1;RTL 500 kV 136 Mvar BOA VISTA RT1 RR;3;500,00
2026-04-27;Reator de Linha;Monofásico;RRBV;23854;3;3113;136.00;;S;Principal;;;;BOA VISTA;SUB BOA VISTA   RR;RR;RT2;RTL 500 kV 136 Mvar BOA VISTA RT2 RR;3;500,00
2026-04-27;Reator de Linha;Monofásico;RRBV;23855;3;3113;45.50;;N;Reserva;;;;BOA VISTA;SUB BOA VISTA   RR;RR;RTR1;RTL 500 kV 45,5 Mvar BOA VISTA RTR1 RR;3;500,00
2026-04-27;Compensador Estático;Trifásico;RRBV;23858;3;3113;120.00;150.00;S;Principal;;;;BOA VISTA;SUB BOA VISTA   RR;RR;CE1;CE 150/-120 Mvar BOA VISTA CE1 RR;3;230,00
2026-04-27;Transformador de Potência;Trifásico;PAMD;23861;3;2748;;;;Principal;150.00;69.00;;MIRAMAR;SUB MIRAMAR PA;PA;TR1;TR 230/69 kV MIRAMAR TR1 PA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;PAMD;23862;3;2748;;;;Principal;150.00;69.00;;MIRAMAR;SUB MIRAMAR PA;PA;TR2;TR 230/69 kV MIRAMAR TR2 PA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;PATC;23875;3;885;;;;Principal;100.00;138.00;;TUCURUI;SUB TUCURUI    PA;PA;TR1;TR 230/138 kV TUCURUI TR1 PA;3;230,00
2026-04-27;Transformador de Potência;Trifásico;PATC;23876;3;885;;;;Principal;100.00;138.00;;TUCURUI;SUB TUCURUI    PA;PA;TR2;TR 230/138 kV TUCURUI TR2 PA;3;230,00
2026-04-27;Transformador de Potência;Monofásico;SCATA-5;23966;3;3117;;;N;Principal;672.00;230.00;13.80;ABDON BATISTA;SUB ABDON BATISTA SC;SC;TR1;TR 500/230 kV ABDON BATISTA TR1 SC;3;500,00
2026-04-27;Transformador de Potência;Monofásico;SCATA-5;23967;3;3117;;;N;Principal;672.00;230.00;13.80;ABDON BATISTA;SUB ABDON BATISTA SC;SC;TR2;TR 500/230 kV ABDON BATISTA TR2 SC;3;500,00
2026-04-27;Transformador de Potência;Monofásico;SCATA-5;23968;3;3117;;;N;Reserva;224.00;230.00;13.80;ABDON BATISTA;SUB ABDON BATISTA SC;SC;TRR1;TR 500/230 kV ABDON BATISTA TRR1 SC;3;500,00
2026-04-27;Transformador de Potência;Trifásico;SCGAS22;23978;3;3118;;;N;Principal;150.00;138.00;13.80;GASPAR 2;SUB GASPAR 2 SC;SC;TR1;TR 230/138 kV GASPAR 2 TR1 SC;3;230,00
2026-04-27;Transformador de Potência;Trifásico;SCGAS22;23979;3;3118;;;N;Principal;150.00;138.00;13.80;GASPAR 2;SUB GASPAR 2 SC;SC;TR2;TR 230/138 kV GASPAR 2 TR2 SC;3;230,00
2026-04-27;Transformador de Potência;Trifásico;AMCRR;23994;3;2798;;;;Principal;150.00;138.00;;LECHUGA;SUB LECHUGA (MANAUS) AM;AM;TR1;TR 230/138 kV LECHUGA TR1 AM;3;230,00
2026-04-27;Transformador de Potência;Trifásico;AMCRR;23995;3;2798;;;;Principal;150.00;138.00;;LECHUGA;SUB LECHUGA (MANAUS) AM;AM;TR2;TR 230/138 kV LECHUGA TR2 AM;3;230,00
2026-04-27;Transformador de Potência;Trifásico;AMCRR;23996;3;2798;;;;Principal;150.00;138.00;;LECHUGA;SUB LECHUGA (MANAUS) AM;AM;TR3;TR 230/138 kV LECHUGA TR3 AM;3;230,00
2026-04-27;Reator de Linha;Monofásico;PBCGT;24026;3;3090;100.00;;N;Principal;;;;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;RTL3;RTL 500 kV 100 Mvar C.GRANDE III RTL3 PB;3;500,00
2026-04-27;Reator de Linha;Monofásico;PBCGT;24027;3;3090;33.33;;S;Reserva;;;;C.GRANDE III;SUB CAMPINA GRANDE III  PB;PB;RTR3;RTL 500 kV 33,33 Mvar C.GRANDE III RTR3 PB;3;500,00
2026-04-27;Reator de Linha;Monofásico;PEGRD;24055;3;3112;150.00;;N;Principal;;;;GARANHUNS II;SUB GARANHUNS  PE;PE;RT2;RTL 500 kV 150 Mvar GARANHUNS II RT2 PE;3;500,00
2026-04-27;Reator de Linha;Monofásico;PEGRD;24056;3;3112;50.00;;S;Reserva;;;;GARANHUNS II;SUB GARANHUNS  PE;PE;RTR2;RTL 500 kV 50 Mvar GARANHUNS II RTR2 PE;3;500,00
2026-04-27;Reator de Linha;Monofásico;PEGRD;24059;3;3112;100.00;;N;Principal;;;;GARANHUNS II;SUB GARANHUNS  PE;PE;RT3;RTL 500 kV 100 Mvar GARANHUNS II RT3 PE;3;500,00
2026-04-27;Reator de Linha;Monofásico;PEGRD;24060;3;3112;33.33;;S;Reserva;;;;GARANHUNS II;SUB GARANHUNS  PE;PE;RTR3;RTL 500 kV 33,33 Mvar GARANHUNS II RTR3 PE;3;500,00
2026-04-27;Reator de Barra;Monofásico;PEGRD;24062;3;3112;150.00;;N;Principal;;;;GARANHUNS II;SUB GARANHUNS  PE;PE;RT4;RTB 500 kV 150 Mvar GARANHUNS II RT4 PE;3;500,00
2026-04-27;Reator de Barra;Monofásico;PEGRD;24063;3;3112;50.00;;S;Reserva;;;;GARANHUNS II;SUB GARANHUNS  PE;PE;RTR4;RTB 500 kV 50 Mvar GARANHUNS II RTR4 PE;3;500,00
2026-04-27;Transformador de Potência;Monofásico;PEGRD;24065;3;3112;;;N;Principal;600.00;230.00;13.80;GARANHUNS II;SUB GARANHUNS  PE;PE;TR1;TR 500/230 kV GARANHUNS II TR1 PE;3;500,00
2026-04-27;Transformador de Potência;Monofásico;PEGRD;24066;3;3112;;;S;Reserva;200.00;230.00;13.80;GARANHUNS II;SUB GARANHUNS  PE;PE;TRR1;TR 500/230 kV GARANHUNS II TRR1 PE;3;500,00
2026-04-27;Reator de Linha;Monofásico;PEPFE;24076;3;950;180.00;;N;Principal;;;;PAU FERRO;SUB PAU FERRO     PE;PE;RT2;RTL 500 kV 180 Mvar PAU FERRO RT2 PE;3;500,00
2026-04-27;Reator de Linha;Monofásico;PEPFE;24077;3;950;60.00;;S;Reserva;;;;PAU FERRO;SUB PAU FERRO     PE;PE;RTR2;RTL 500 kV 60 Mvar PAU FERRO RTR2 PE;3;500,00
2026-04-27;Transformador de Potência;Monofásico;PEPFE;24079;3;950;;;N;Principal;750.00;230.00;13.80;PAU FERRO;SUB PAU FERRO     PE;PE;TR4;TR 500/230 kV PAU FERRO TR4 PE;3;500,00
2026-04-27;Transformador de Potência;Monofásico;PEPFE;24080;3;950;;;S;Reserva;250.00;230.00;13.80;PAU FERRO;SUB PAU FERRO     PE;PE;TRR4;TR 500/230 kV PAU FERRO TRR4 PE;3;500,00
2026-04-27;Transformador de Potência;Monofásico;PEPFE;24081;3;950;;;N;Principal;750.00;230.00;13.80;PAU FERRO;SUB PAU FERRO     PE;PE;TR5;TR 500/230 kV PAU FERRO TR5 PE;3;500,00
2026-04-27;Transformador de Potência;Trifásico;;24120;3;3120;;;N;Principal;15.00;13.80;;PRES FIGUEIREDO;SUB PRESIDENTE FIGUEIREDO AM;AM;TR1;TR 230/13,8 kV PRES FIGUEIREDO TR1 AM;3;230,00
2026-04-27;Reator de Linha;Trifásico;AMCR-1;24131;3;3121;15.00;;N;Principal;;;;CRIST. ROCHA;SUB CRISTIANO ROCHA AM;AM;RTL1;RTL 230 kV 15 Mvar CRIST. ROCHA RTL1 AM;3;230,00
2026-04-27;Transformador de Potência;Monofásico;AMMN;24137;3;3122;;;N;Principal;150.00;69.00;13.80;MANAUS;SUB MANAUS AM;AM;TM1;TR 230/69 kV MANAUS TM1 AM;2;230,00
2026-04-27;Transformador de Potência;Monofásico;AMMN;24139;3;3122;;;N;Principal;150.00;69.00;13.80;MANAUS;SUB MANAUS AM;AM;TM2;TR 230/69 kV MANAUS TM2 AM;3;230,00
2026-04-27;Transformador de Potência;Monofásico;AMMN;24140;3;3122;;;N;Principal;150.00;69.00;13.80;MANAUS;SUB MANAUS AM;AM;TM3;TR 230/69 kV MANAUS TM3 AM;2;230,00
2026-04-27;Transformador de Potência;Monofásico;AMMN;24141;3;3122;;;N;Reserva;50.00;69.00;13.80;MANAUS;SUB MANAUS AM;AM;TMRR1;TR 230/69 kV MANAUS TMRR1 AM;2;230,00
2026-04-27;Transformador de Potência;Trifásico;PEMID;24199;3;3125;;;S;Principal;150.00;69.00;13.80;MIRUEIRA II;SUB MIRUEIRA II PE;PE;TR1;TR 230/69 kV MIRUEIRA II TR1 PE;3;230,00
